"SampleName";"Locus";"Coverage"
"S273";"D6S1043";3684
"S273";"D7S820";817
"S273";"D8S1179";1454
"S273";"D9S1122";1755
"S273";"FGA";1992
"S273";"PENTA D";738
"S273";"PENTA E";479
"S273";"TH01";4489
"S273";"TPOX";690
"S273";"VWA";450
"S274";"CSF1PO";150
"S274";"D10S1248";596
"S274";"D12S391";619
"S274";"D13S317";683
"S274";"D16S539";865
"S274";"D17S1301";842
"S274";"D18S51";586
"S274";"D19S433";534
"S274";"D1S1656";241
"S274";"D20S482";2898
"S274";"D21S11";461
"S274";"D22S1045";902
"S274";"D2S1338";678
"S274";"D2S441";910
"S274";"D3S1358";1692
"S274";"D4S2408";733
"S274";"D5S818";389
"S274";"D6S1043";2090
"S274";"D7S820";533
"S274";"D8S1179";1106
"S274";"D9S1122";1383
"S274";"FGA";1304
"S274";"PENTA D";507
"S274";"PENTA E";286
"S274";"TH01";3112
"S274";"TPOX";544
"S274";"VWA";308
"S275";"CSF1PO";217
"S275";"D10S1248";777
"S275";"D12S391";967
"S275";"D13S317";991
"S275";"D16S539";1000
"S275";"D17S1301";910
"S275";"D18S51";852
"S275";"D19S433";1016
"S275";"D1S1656";447
"S275";"D20S482";3522
"S275";"D21S11";797
"S275";"D22S1045";937
"S275";"D2S1338";919
"S275";"D2S441";1196
"S275";"D3S1358";2448
"S275";"D4S2408";989
"S275";"D5S818";442
"S275";"D6S1043";3026
"S275";"D7S820";680
"S275";"D8S1179";1314
"S275";"D9S1122";1527
"S275";"FGA";1884
"S275";"PENTA D";794
"S275";"PENTA E";431
"S275";"TH01";3686
"S275";"TPOX";648
"S275";"VWA";406
"S276";"CSF1PO";247
"S276";"D10S1248";756
"S276";"D12S391";1042
"S276";"D13S317";1188
"S276";"D16S539";1407
"S276";"D17S1301";844
"S276";"D18S51";965
"S276";"D19S433";1114
"S276";"D1S1656";484
"S276";"D20S482";4225
"S276";"D21S11";721
"S276";"D22S1045";922
"S276";"D2S1338";1037
"S276";"D2S441";1313
"S276";"D3S1358";2362
"S276";"D4S2408";1412
"S276";"D5S818";486
"S276";"D6S1043";2975
"S276";"D7S820";877
"S276";"D8S1179";1463
"S276";"D9S1122";1811
"S276";"FGA";1801
"S276";"PENTA D";858
"S276";"PENTA E";424
"S276";"TH01";4684
"S276";"TPOX";852
"S276";"VWA";476
"S277";"CSF1PO";236
"S277";"D10S1248";829
"S277";"D12S391";818
"S277";"D13S317";1037
"S277";"D16S539";1113
"S277";"D17S1301";867
"S277";"D18S51";897
"S277";"D19S433";714
"S277";"D1S1656";349
"S277";"D20S482";4139
"S277";"D21S11";670
"S277";"D22S1045";458
"S277";"D2S1338";694
"S277";"D2S441";1494
"S277";"D3S1358";2477
"S277";"D4S2408";1196
"S277";"D5S818";461
"S277";"D6S1043";2834
"S277";"D7S820";777
"S277";"D8S1179";1491
"S277";"D9S1122";1697
"S277";"FGA";1700
"S277";"PENTA D";630
"S277";"PENTA E";343
"S277";"TH01";3760
"S277";"TPOX";748
"S277";"VWA";426
"S278";"CSF1PO";175
"S278";"D10S1248";481
"S278";"D12S391";561
"S278";"D13S317";776
"S278";"D16S539";823
"S278";"D17S1301";697
"S278";"D18S51";676
"S278";"D19S433";590
"S278";"D1S1656";174
"S278";"D20S482";3347
"S278";"D21S11";449
"S278";"D22S1045";1379
"S278";"D2S1338";686
"S278";"D2S441";918
"S278";"D3S1358";1785
"S278";"D4S2408";784
"S278";"D5S818";262
"S278";"D6S1043";1852
"S278";"D7S820";540
"S278";"D8S1179";945
"S278";"D9S1122";1038
"S278";"FGA";1359
"S278";"PENTA D";383
"S278";"PENTA E";224
"S278";"TH01";2977
"S278";"TPOX";446
"S278";"VWA";348
"S279";"CSF1PO";276
"S279";"D10S1248";664
"S279";"D12S391";748
"S279";"D13S317";768
"S279";"D16S539";1069
"S279";"D17S1301";706
"S279";"D18S51";655
"S279";"D19S433";954
"S279";"D1S1656";349
"S279";"D20S482";2612
"S279";"D21S11";556
"S279";"D22S1045";392
"S279";"D2S1338";625
"S279";"D2S441";1006
"S279";"D3S1358";1789
"S279";"D4S2408";926
"S279";"D5S818";538
"S279";"D6S1043";2124
"S279";"D7S820";570
"S279";"D8S1179";1496
"S279";"D9S1122";1498
"S279";"FGA";1213
"S279";"PENTA D";595
"S279";"PENTA E";306
"S279";"TH01";3930
"S279";"TPOX";1146
"S279";"VWA";304
"S28";"CSF1PO";731
"S28";"D10S1248";1405
"S28";"D12S391";1198
"S28";"D13S317";1667
"S28";"D16S539";2017
"S28";"D17S1301";1289
"S28";"D18S51";1142
"S28";"D19S433";1881
"S28";"D1S1656";523
"S28";"D20S482";6667
"S28";"D21S11";1833
"S28";"D22S1045";1389
"S28";"D2S1338";1564
"S28";"D2S441";2753
"S28";"D3S1358";3424
"S28";"D4S2408";1380
"S28";"D5S818";1119
"S28";"D6S1043";2830
"S28";"D7S820";1228
"S28";"D8S1179";2457
"S28";"D9S1122";2756
"S28";"FGA";2168
"S28";"PENTA D";945
"S28";"PENTA E";568
"S28";"TH01";6749
"S28";"TPOX";1208
"S28";"VWA";613
"S280";"CSF1PO";243
"S280";"D10S1248";939
"S280";"D12S391";1058
"S280";"D13S317";1071
"S280";"D16S539";1224
"S280";"D17S1301";658
"S280";"D18S51";724
"S280";"D19S433";1046
"S280";"D1S1656";381
"S280";"D20S482";3058
"S280";"D21S11";772
"S280";"D22S1045";1364
"S280";"D2S1338";902
"S280";"D2S441";1209
"S280";"D3S1358";2013
"S280";"D4S2408";903
"S280";"D5S818";489
"S280";"D6S1043";3087
"S280";"D7S820";629
"S280";"D8S1179";1272
"S280";"D9S1122";1724
"S280";"FGA";1527
"S280";"PENTA D";663
"S280";"PENTA E";434
"S280";"TH01";3547
"S280";"TPOX";643
"S280";"VWA";379
"S281";"CSF1PO";275
"S281";"D10S1248";1077
"S281";"D12S391";1080
"S281";"D13S317";1128
"S281";"D16S539";1646
"S281";"D17S1301";953
"S281";"D18S51";976
"S281";"D19S433";1358
"S281";"D1S1656";314
"S281";"D20S482";3690
"S281";"D21S11";779
"S281";"D22S1045";723
"S281";"D2S1338";1048
"S281";"D2S441";1525
"S281";"D3S1358";2732
"S281";"D4S2408";1017
"S281";"D5S818";584
"S281";"D6S1043";3707
"S281";"D7S820";874
"S281";"D8S1179";1469
"S281";"D9S1122";1485
"S281";"FGA";1759
"S281";"PENTA D";706
"S281";"PENTA E";489
"S281";"TH01";3790
"S281";"TPOX";873
"S281";"VWA";462
"S282";"CSF1PO";290
"S282";"D10S1248";1057
"S282";"D12S391";805
"S282";"D13S317";995
"S282";"D16S539";1295
"S282";"D17S1301";830
"S282";"D18S51";953
"S282";"D19S433";1179
"S282";"D1S1656";345
"S282";"D20S482";3446
"S282";"D21S11";654
"S282";"D22S1045";782
"S282";"D2S1338";1134
"S282";"D2S441";1514
"S282";"D3S1358";1725
"S282";"D4S2408";981
"S282";"D5S818";611
"S282";"D6S1043";2958
"S282";"D7S820";675
"S282";"D8S1179";1465
"S282";"D9S1122";1435
"S282";"FGA";1292
"S282";"PENTA D";695
"S282";"PENTA E";472
"S282";"TH01";3733
"S282";"TPOX";783
"S282";"VWA";387
"S283";"CSF1PO";292
"S283";"D10S1248";1006
"S283";"D12S391";1127
"S283";"D13S317";1068
"S283";"D16S539";1449
"S283";"D17S1301";971
"S283";"D18S51";979
"S283";"D19S433";1412
"S283";"D1S1656";370
"S283";"D20S482";3184
"S283";"D21S11";786
"S283";"D22S1045";1497
"S283";"D2S1338";908
"S283";"D2S441";1658
"S283";"D3S1358";2839
"S283";"D4S2408";1257
"S283";"D5S818";616
"S283";"D6S1043";3080
"S283";"D7S820";758
"S283";"D8S1179";1566
"S283";"D9S1122";1492
"S283";"FGA";2068
"S283";"PENTA D";691
"S283";"PENTA E";543
"S283";"TH01";4496
"S283";"TPOX";1018
"S283";"VWA";414
"S284";"CSF1PO";364
"S284";"D10S1248";1204
"S284";"D12S391";1142
"S284";"D13S317";1307
"S284";"D16S539";1722
"S284";"D17S1301";1082
"S284";"D18S51";1367
"S284";"D19S433";1512
"S284";"D1S1656";564
"S284";"D20S482";3824
"S284";"D21S11";778
"S284";"D22S1045";489
"S284";"D2S1338";925
"S284";"D2S441";1755
"S284";"D3S1358";2831
"S284";"D4S2408";1328
"S284";"D5S818";752
"S284";"D6S1043";3920
"S284";"D7S820";916
"S284";"D8S1179";1745
"S284";"D9S1122";1771
"S284";"FGA";2160
"S284";"PENTA D";791
"S284";"PENTA E";760
"S284";"TH01";3989
"S284";"TPOX";1125
"S284";"VWA";479
"S285";"CSF1PO";220
"S285";"D10S1248";849
"S285";"D12S391";765
"S285";"D13S317";777
"S285";"D16S539";1068
"S285";"D17S1301";741
"S285";"D18S51";626
"S285";"D19S433";920
"S285";"D1S1656";232
"S285";"D20S482";2826
"S285";"D21S11";604
"S285";"D22S1045";1856
"S285";"D2S1338";825
"S285";"D2S441";1089
"S285";"D3S1358";1669
"S285";"D4S2408";830
"S285";"D5S818";438
"S285";"D6S1043";2620
"S285";"D7S820";545
"S285";"D8S1179";1287
"S285";"D9S1122";1171
"S285";"FGA";1449
"S285";"PENTA D";464
"S285";"PENTA E";383
"S285";"TH01";3020
"S285";"TPOX";770
"S285";"VWA";332
"S286";"CSF1PO";218
"S286";"D10S1248";595
"S286";"D12S391";821
"S286";"D13S317";400
"S286";"D16S539";910
"S286";"D17S1301";778
"S286";"D18S51";750
"S286";"D19S433";864
"S286";"D1S1656";225
"S286";"D20S482";2394
"S286";"D21S11";301
"S286";"D22S1045";914
"S286";"D2S1338";893
"S286";"D2S441";1144
"S286";"D3S1358";1561
"S286";"D4S2408";517
"S286";"D5S818";305
"S286";"D6S1043";1614
"S286";"D7S820";233
"S286";"D8S1179";1148
"S286";"D9S1122";1010
"S286";"FGA";1401
"S286";"PENTA D";355
"S286";"PENTA E";166
"S286";"TH01";2832
"S286";"TPOX";474
"S286";"VWA";355
"S289";"CSF1PO";316
"S289";"D10S1248";1308
"S289";"D12S391";1319
"S289";"D13S317";1957
"S289";"D16S539";1692
"S289";"D17S1301";1346
"S289";"D18S51";1743
"S289";"D19S433";2096
"S289";"D1S1656";730
"S289";"D20S482";4656
"S289";"D21S11";1514
"S289";"D22S1045";908
"S289";"D2S1338";1045
"S289";"D2S441";1950
"S289";"D3S1358";4108
"S289";"D4S2408";1082
"S289";"D5S818";893
"S289";"D6S1043";4523
"S289";"D7S820";1442
"S289";"D8S1179";1927
"S289";"D9S1122";1897
"S289";"FGA";3403
"S289";"PENTA D";1701
"S289";"PENTA E";891
"S289";"TH01";4575
"S289";"TPOX";682
"S289";"VWA";724
"S29";"CSF1PO";667
"S29";"D10S1248";799
"S29";"D12S391";853
"S29";"D13S317";1345
"S29";"D16S539";1730
"S29";"D17S1301";951
"S29";"D18S51";982
"S29";"D19S433";1161
"S29";"D1S1656";394
"S29";"D20S482";4103
"S29";"D21S11";1205
"S29";"D22S1045";1572
"S29";"D2S1338";1125
"S29";"D2S441";2065
"S29";"D3S1358";2762
"S29";"D4S2408";1261
"S29";"D5S818";1160
"S29";"D6S1043";2629
"S29";"D7S820";929
"S29";"D8S1179";2040
"S29";"D9S1122";2944
"S29";"FGA";1941
"S29";"PENTA D";677
"S29";"PENTA E";555
"S29";"TH01";4756
"S29";"TPOX";1175
"S29";"VWA";510
"S290";"CSF1PO";208
"S290";"D10S1248";991
"S290";"D12S391";1911
"S290";"D13S317";1966
"S290";"D16S539";2083
"S290";"D17S1301";1191
"S290";"D18S51";1745
"S290";"D19S433";2246
"S290";"D1S1656";634
"S290";"D20S482";4682
"S290";"D21S11";1511
"S290";"D22S1045";4459
"S290";"D2S1338";739
"S290";"D2S441";2223
"S290";"D3S1358";3492
"S290";"D4S2408";983
"S290";"D5S818";661
"S290";"D6S1043";4673
"S290";"D7S820";1266
"S290";"D8S1179";1498
"S290";"D9S1122";1562
"S290";"FGA";3824
"S290";"PENTA D";1735
"S290";"PENTA E";841
"S290";"TH01";4149
"S290";"TPOX";550
"S290";"VWA";789
"S291";"CSF1PO";452
"S291";"D10S1248";1329
"S291";"D12S391";1445
"S291";"D13S317";2351
"S291";"D16S539";2302
"S291";"D17S1301";1625
"S291";"D18S51";1972
"S291";"D19S433";1444
"S291";"D1S1656";582
"S291";"D20S482";5458
"S291";"D21S11";1211
"S291";"D22S1045";1928
"S291";"D2S1338";709
"S291";"D2S441";2125
"S291";"D3S1358";3941
"S291";"D4S2408";1616
"S291";"D5S818";744
"S291";"D6S1043";5042
"S291";"D7S820";1433
"S291";"D8S1179";2195
"S291";"D9S1122";2484
"S291";"FGA";3310
"S291";"PENTA D";1366
"S291";"PENTA E";381
"S291";"TH01";4682
"S291";"TPOX";900
"S291";"VWA";664
"S292";"CSF1PO";182
"S292";"D10S1248";777
"S292";"D12S391";1111
"S292";"D13S317";1220
"S292";"D16S539";1596
"S292";"D17S1301";807
"S292";"D18S51";1137
"S292";"D19S433";1341
"S292";"D1S1656";464
"S292";"D20S482";2757
"S292";"D21S11";878
"S292";"D22S1045";723
"S292";"D2S1338";562
"S292";"D2S441";1470
"S292";"D3S1358";2504
"S292";"D4S2408";729
"S292";"D5S818";643
"S292";"D6S1043";3647
"S292";"D7S820";919
"S292";"D8S1179";1194
"S292";"D9S1122";1040
"S292";"FGA";2607
"S292";"PENTA D";1029
"S292";"PENTA E";736
"S292";"TH01";2494
"S292";"TPOX";305
"S292";"VWA";508
"S293";"CSF1PO";344
"S293";"D10S1248";1220
"S293";"D12S391";1694
"S293";"D13S317";1882
"S293";"D16S539";1973
"S293";"D17S1301";1582
"S293";"D18S51";1472
"S293";"D19S433";1878
"S293";"D1S1656";377
"S293";"D20S482";4365
"S293";"D21S11";1198
"S293";"D22S1045";445
"S293";"D2S1338";975
"S293";"D2S441";2463
"S293";"D3S1358";3525
"S293";"D4S2408";977
"S293";"D5S818";565
"S293";"D6S1043";4749
"S293";"D7S820";1309
"S293";"D8S1179";1629
"S293";"D9S1122";1680
"S293";"FGA";3123
"S293";"PENTA D";1151
"S293";"PENTA E";385
"S293";"TH01";3944
"S293";"TPOX";598
"S293";"VWA";666
"S294";"CSF1PO";210
"S294";"D10S1248";885
"S294";"D12S391";1103
"S294";"D13S317";1477
"S294";"D16S539";1407
"S294";"D17S1301";1163
"S294";"D18S51";1260
"S294";"D19S433";1492
"S294";"D1S1656";279
"S294";"D20S482";3663
"S294";"D21S11";911
"S294";"D22S1045";956
"S294";"D2S1338";562
"S294";"D2S441";1728
"S294";"D3S1358";2224
"S294";"D4S2408";685
"S294";"D5S818";465
"S294";"D6S1043";3358
"S294";"D7S820";936
"S294";"D8S1179";967
"S294";"D9S1122";1090
"S294";"FGA";2868
"S294";"PENTA D";1082
"S294";"PENTA E";509
"S294";"TH01";2766
"S294";"TPOX";482
"S294";"VWA";584
"S295";"CSF1PO";530
"S295";"D10S1248";1447
"S295";"D12S391";1246
"S295";"D13S317";2421
"S295";"D16S539";2487
"S295";"D17S1301";1798
"S295";"D18S51";1921
"S295";"D19S433";1447
"S295";"D1S1656";1073
"S295";"D20S482";6229
"S295";"D21S11";1156
"S295";"D22S1045";1749
"S295";"D2S1338";1411
"S295";"D2S441";2711
"S295";"D3S1358";3577
"S295";"D4S2408";2374
"S295";"D5S818";1398
"S295";"D6S1043";5890
"S295";"D7S820";1618
"S295";"D8S1179";2849
"S295";"D9S1122";3038
"S295";"FGA";2597
"S295";"PENTA D";1546
"S295";"PENTA E";816
"S295";"TH01";6271
"S295";"TPOX";1300
"S295";"VWA";689
"S296";"CSF1PO";409
"S296";"D10S1248";1133
"S296";"D12S391";1176
"S296";"D13S317";1617
"S296";"D16S539";1374
"S296";"D17S1301";2105
"S296";"D18S51";1886
"S296";"D19S433";877
"S296";"D1S1656";722
"S296";"D20S482";4985
"S296";"D21S11";1188
"S296";"D22S1045";1141
"S296";"D2S1338";776
"S296";"D2S441";2445
"S296";"D3S1358";4332
"S296";"D4S2408";2256
"S296";"D5S818";1228
"S296";"D6S1043";4248
"S296";"D7S820";1486
"S296";"D8S1179";2378
"S296";"D9S1122";2528
"S296";"FGA";3333
"S296";"PENTA D";909
"S296";"PENTA E";485
"S296";"TH01";6721
"S296";"TPOX";1180
"S296";"VWA";772
"S297";"CSF1PO";538
"S297";"D10S1248";1222
"S297";"D12S391";761
"S297";"D13S317";1600
"S297";"D16S539";1843
"S297";"D17S1301";1595
"S297";"D18S51";1447
"S297";"D19S433";1237
"S297";"D1S1656";676
"S297";"D20S482";5776
"S297";"D21S11";1026
"S297";"D22S1045";938
"S297";"D2S1338";1329
"S297";"D2S441";2603
"S297";"D3S1358";3630
"S297";"D4S2408";2251
"S297";"D5S818";823
"S297";"D6S1043";4693
"S297";"D7S820";1424
"S297";"D8S1179";2554
"S297";"D9S1122";2899
"S297";"FGA";2814
"S297";"PENTA D";934
"S297";"PENTA E";382
"S297";"TH01";6698
"S297";"TPOX";1483
"S297";"VWA";819
"S298";"CSF1PO";604
"S298";"D10S1248";1524
"S298";"D12S391";821
"S298";"D13S317";1808
"S298";"D16S539";2232
"S298";"D17S1301";1747
"S298";"D18S51";1661
"S298";"D19S433";2026
"S298";"D1S1656";723
"S298";"D20S482";5540
"S298";"D21S11";1066
"S298";"D22S1045";1871
"S298";"D2S1338";1261
"S298";"D2S441";3128
"S298";"D3S1358";3757
"S298";"D4S2408";2532
"S298";"D5S818";1175
"S298";"D6S1043";5109
"S298";"D7S820";1445
"S298";"D8S1179";3186
"S298";"D9S1122";3107
"S298";"FGA";3054
"S298";"PENTA D";1014
"S298";"PENTA E";278
"S298";"TH01";8024
"S298";"TPOX";1919
"S298";"VWA";717
"S299";"CSF1PO";410
"S299";"D10S1248";976
"S299";"D12S391";1277
"S299";"D13S317";1771
"S299";"D16S539";1679
"S299";"D17S1301";1474
"S299";"D18S51";1249
"S299";"D19S433";1439
"S299";"D1S1656";549
"S299";"D20S482";5161
"S299";"D21S11";981
"S299";"D22S1045";813
"S299";"D2S1338";976
"S299";"D2S441";2076
"S299";"D3S1358";3677
"S299";"D4S2408";1739
"S299";"D5S818";969
"S299";"D6S1043";5253
"S299";"D7S820";1189
"S299";"D8S1179";2236
"S299";"D9S1122";3299
"S299";"FGA";2647
"S299";"PENTA D";1185
"S299";"PENTA E";508
"S299";"TH01";5898
"S299";"TPOX";1182
"S299";"VWA";678
"S3";"CSF1PO";509
"S3";"D10S1248";1512
"S3";"D12S391";1624
"S3";"D13S317";1624
"S3";"D16S539";1899
"S3";"D17S1301";1765
"S3";"D18S51";1233
"S3";"D19S433";2012
"S3";"D1S1656";565
"S3";"D20S482";6259
"S3";"D21S11";1186
"S3";"D22S1045";2015
"S3";"D2S1338";1236
"S3";"D2S441";2483
"S3";"D3S1358";3768
"S3";"D4S2408";1558
"S3";"D5S818";901
"S3";"D6S1043";3639
"S3";"D7S820";1210
"S3";"D8S1179";2425
"S3";"D9S1122";2740
"S3";"FGA";2963
"S3";"PENTA D";1174
"S3";"PENTA E";403
"S3";"TH01";8363
"S3";"TPOX";1232
"S3";"VWA";717
"S30";"CSF1PO";617
"S30";"D10S1248";829
"S30";"D12S391";1033
"S30";"D13S317";1556
"S30";"D16S539";1711
"S30";"D17S1301";860
"S30";"D18S51";1332
"S30";"D19S433";1330
"S30";"D1S1656";529
"S30";"D20S482";3444
"S30";"D21S11";1152
"S30";"D22S1045";376
"S30";"D2S1338";852
"S30";"D2S441";1892
"S30";"D3S1358";3213
"S30";"D4S2408";1405
"S30";"D5S818";932
"S30";"D6S1043";2464
"S30";"D7S820";778
"S30";"D8S1179";1582
"S30";"D9S1122";2063
"S30";"FGA";1905
"S30";"PENTA D";627
"S30";"PENTA E";298
"S30";"TH01";3532
"S30";"TPOX";914
"S30";"VWA";516
"S300";"CSF1PO";602
"S300";"D10S1248";1353
"S300";"D12S391";1306
"S300";"D13S317";2001
"S300";"D16S539";2741
"S300";"D17S1301";2119
"S300";"D18S51";1646
"S300";"D19S433";1646
"S300";"D1S1656";808
"S300";"D20S482";5850
"S300";"D21S11";959
"S300";"D22S1045";2661
"S300";"D2S1338";803
"S300";"D2S441";2691
"S300";"D3S1358";4411
"S300";"D4S2408";2602
"S300";"D5S818";1481
"S300";"D6S1043";5760
"S300";"D7S820";1328
"S300";"D8S1179";3044
"S300";"D9S1122";2771
"S300";"FGA";3765
"S300";"PENTA D";1263
"S300";"PENTA E";772
"S300";"TH01";6636
"S300";"TPOX";1720
"S300";"VWA";834
"S301";"CSF1PO";580
"S301";"D10S1248";1095
"S301";"D12S391";1260
"S301";"D13S317";1494
"S301";"D16S539";1803
"S301";"D17S1301";1554
"S301";"D18S51";1180
"S301";"D19S433";1349
"S301";"D1S1656";471
"S301";"D20S482";5620
"S301";"D21S11";872
"S301";"D22S1045";36
"S301";"D2S1338";1190
"S301";"D2S441";1996
"S301";"D3S1358";3529
"S301";"D4S2408";1990
"S301";"D5S818";1087
"S301";"D6S1043";4955
"S301";"D7S820";1334
"S301";"D8S1179";2231
"S301";"D9S1122";2714
"S301";"FGA";2602
"S301";"PENTA D";1407
"S301";"PENTA E";708
"S301";"TH01";5269
"S301";"TPOX";1129
"S301";"VWA";584
"S302";"CSF1PO";478
"S302";"D10S1248";1110
"S302";"D12S391";1398
"S302";"D13S317";1862
"S302";"D16S539";2028
"S302";"D17S1301";1809
"S302";"D18S51";1621
"S302";"D19S433";1531
"S302";"D1S1656";992
"S302";"D20S482";6171
"S302";"D21S11";979
"S302";"D22S1045";382
"S302";"D2S1338";1038
"S302";"D2S441";2506
"S302";"D3S1358";3457
"S302";"D4S2408";2152
"S302";"D5S818";1102
"S302";"D6S1043";5410
"S302";"D7S820";1344
"S302";"D8S1179";2604
"S302";"D9S1122";3354
"S302";"FGA";3312
"S302";"PENTA D";1293
"S302";"PENTA E";596
"S302";"TH01";6948
"S302";"TPOX";1336
"S302";"VWA";755
"S303";"CSF1PO";379
"S303";"D10S1248";810
"S303";"D12S391";816
"S303";"D13S317";1386
"S303";"D16S539";2047
"S303";"D17S1301";1615
"S303";"D18S51";1136
"S303";"D19S433";1295
"S303";"D1S1656";672
"S303";"D20S482";5650
"S303";"D21S11";949
"S303";"D22S1045";876
"S303";"D2S1338";644
"S303";"D2S441";2151
"S303";"D3S1358";3602
"S303";"D4S2408";1801
"S303";"D5S818";1060
"S303";"D6S1043";4330
"S303";"D7S820";1086
"S303";"D8S1179";2150
"S303";"D9S1122";2518
"S303";"FGA";2456
"S303";"PENTA D";877
"S303";"PENTA E";596
"S303";"TH01";5060
"S303";"TPOX";999
"S303";"VWA";585
"S304";"CSF1PO";332
"S304";"D10S1248";771
"S304";"D12S391";1017
"S304";"D13S317";1596
"S304";"D16S539";1850
"S304";"D17S1301";1168
"S304";"D18S51";1220
"S304";"D19S433";751
"S304";"D1S1656";432
"S304";"D20S482";4315
"S304";"D21S11";887
"S304";"D22S1045";1327
"S304";"D2S1338";708
"S304";"D2S441";1594
"S304";"D3S1358";2934
"S304";"D4S2408";1890
"S304";"D5S818";955
"S304";"D6S1043";4221
"S304";"D7S820";1048
"S304";"D8S1179";1973
"S304";"D9S1122";2450
"S304";"FGA";2737
"S304";"PENTA D";1132
"S304";"PENTA E";331
"S304";"TH01";4833
"S304";"TPOX";740
"S304";"VWA";562
"S305";"CSF1PO";411
"S305";"D10S1248";863
"S305";"D12S391";1440
"S305";"D13S317";1899
"S305";"D16S539";1961
"S305";"D17S1301";1516
"S305";"D18S51";1433
"S305";"D19S433";1183
"S305";"D1S1656";635
"S305";"D20S482";6064
"S305";"D21S11";1104
"S305";"D22S1045";1325
"S305";"D2S1338";622
"S305";"D2S441";2475
"S305";"D3S1358";5208
"S305";"D4S2408";1848
"S305";"D5S818";1035
"S305";"D6S1043";4464
"S305";"D7S820";1541
"S305";"D8S1179";2509
"S305";"D9S1122";2869
"S305";"FGA";2744
"S305";"PENTA D";1411
"S305";"PENTA E";392
"S305";"TH01";5496
"S305";"TPOX";1003
"S305";"VWA";554
"S306";"CSF1PO";330
"S306";"D10S1248";698
"S306";"D12S391";798
"S306";"D13S317";1304
"S306";"D16S539";1814
"S306";"D17S1301";1342
"S306";"D18S51";1301
"S306";"D19S433";843
"S306";"D1S1656";587
"S306";"D20S482";4567
"S306";"D21S11";849
"S306";"D22S1045";1275
"S306";"D2S1338";739
"S306";"D2S441";1679
"S306";"D3S1358";3259
"S306";"D4S2408";1509
"S306";"D5S818";742
"S306";"D6S1043";3820
"S306";"D7S820";1432
"S306";"D8S1179";2012
"S306";"D9S1122";2324
"S306";"FGA";2707
"S306";"PENTA D";1047
"S306";"PENTA E";469
"S306";"TH01";4917
"S306";"TPOX";949
"S306";"VWA";574
"S307";"CSF1PO";318
"S307";"D10S1248";654
"S307";"D12S391";901
"S307";"D13S317";1377
"S307";"D16S539";1555
"S307";"D17S1301";1209
"S307";"D18S51";996
"S307";"D19S433";896
"S307";"D1S1656";473
"S307";"D20S482";4202
"S307";"D21S11";737
"S307";"D22S1045";679
"S307";"D2S1338";499
"S307";"D2S441";1500
"S307";"D3S1358";3022
"S307";"D4S2408";1281
"S307";"D5S818";550
"S307";"D6S1043";3659
"S307";"D7S820";959
"S307";"D8S1179";1637
"S307";"D9S1122";1956
"S307";"FGA";2174
"S307";"PENTA D";1111
"S307";"PENTA E";394
"S307";"TH01";4138
"S307";"TPOX";1000
"S307";"VWA";505
"S308";"CSF1PO";451
"S308";"D10S1248";1189
"S308";"D12S391";1853
"S308";"D13S317";2001
"S308";"D16S539";2602
"S308";"D17S1301";2193
"S308";"D18S51";2034
"S308";"D19S433";1458
"S308";"D1S1656";914
"S308";"D20S482";7513
"S308";"D21S11";1168
"S308";"D22S1045";1113
"S308";"D2S1338";671
"S308";"D2S441";2193
"S308";"D3S1358";4752
"S308";"D4S2408";2537
"S308";"D5S818";902
"S308";"D6S1043";5845
"S308";"D7S820";1432
"S308";"D8S1179";2402
"S308";"D9S1122";3401
"S308";"FGA";3788
"S308";"PENTA D";1239
"S308";"PENTA E";583
"S308";"TH01";6231
"S308";"TPOX";1382
"S308";"VWA";845
"S309";"CSF1PO";310
"S309";"D10S1248";696
"S309";"D12S391";614
"S309";"D13S317";1213
"S309";"D16S539";1721
"S309";"D17S1301";1032
"S309";"D18S51";1071
"S309";"D19S433";1144
"S309";"D1S1656";514
"S309";"D20S482";3782
"S309";"D21S11";656
"S309";"D22S1045";415
"S309";"D2S1338";339
"S309";"D2S441";1364
"S309";"D3S1358";2679
"S309";"D4S2408";1199
"S309";"D5S818";672
"S309";"D6S1043";4174
"S309";"D7S820";1143
"S309";"D8S1179";1637
"S309";"D9S1122";1660
"S309";"FGA";2352
"S309";"PENTA D";817
"S309";"PENTA E";218
"S309";"TH01";4176
"S309";"TPOX";904
"S309";"VWA";411
"S31";"CSF1PO";721
"S31";"D10S1248";1040
"S31";"D12S391";1200
"S31";"D13S317";1716
"S31";"D16S539";1886
"S31";"D17S1301";961
"S31";"D18S51";1279
"S31";"D19S433";1410
"S31";"D1S1656";377
"S31";"D20S482";5565
"S31";"D21S11";1314
"S31";"D22S1045";444
"S31";"D2S1338";1402
"S31";"D2S441";2184
"S31";"D3S1358";4052
"S31";"D4S2408";1588
"S31";"D5S818";756
"S31";"D6S1043";2989
"S31";"D7S820";966
"S31";"D8S1179";2143
"S31";"D9S1122";2579
"S31";"FGA";2762
"S31";"PENTA D";606
"S31";"PENTA E";414
"S31";"TH01";5129
"S31";"TPOX";1244
"S31";"VWA";542
"S310";"CSF1PO";377
"S310";"D10S1248";725
"S310";"D12S391";970
"S310";"D13S317";1697
"S310";"D16S539";1653
"S310";"D17S1301";1799
"S310";"D18S51";1315
"S310";"D19S433";1373
"S310";"D1S1656";509
"S310";"D20S482";5485
"S310";"D21S11";901
